DOT_Number,Company_Name,DBA_Name,Representative_Name,Representative_Title,Phone,Email,Street_Address,City,State,Zip_Code,Current_Insurance_Carrier,Policy_Expiration_Date,Insurance_Amount_On_File,Fleet_Size,Number_of_Drivers,Operation_Type,Entity_Type
3145538,"TEAM LOGISTICS LLC","",,,6142082214,TEAMLOGISTICS45@GMAIL.COM,,COLUMBUS,OH,"","GREAT WEST CASUALTY CO.",2023-08-08,1000000.0,1,0,,""
2814404,"TRUFREN ENTERPRISE LLC","",,,6463094869,TRUFEN.ENTERPRISE@GMAIL.COM,,COLUMBUS,OH,"","OOIDA RISK RETENTION GROUP, INC.",2023-08-08,0.0,1,0,,""
4101561,"A+ OTR INC","A+ OTR BROKERAGE",,,9374240220,BBACK@APLUSEXPEDITING.COM,,DAYTON,OH,"","PACIFIC FINANCIAL ASSOCIATION, INC.",2023-08-09,0.0,0,0,,""
3877382,"AZERA EXPRESS INC","",,,5138154466,gm@goazera.com,,"N COLLEGE HL",OH,"","EVERSPAN INDEMNITY INSURANCE COMPANY",2023-08-09,750000.0,10,0,,""
2890048,"BEST EXPEDITE LTD",BESTEX,,,8888865826,CONTACT@BESTEXPEDITE.COM,,STRONGSVILLE,OH,"","CANAL INSURANCE CO.",2023-08-09,300000.0,3,0,,""
4083995,"LEGACY LANE TRANSPORTATION LLC","",,,3307712679,LEGACYLANETRANSPORTATION@GMAIL.COM,,CANTON,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-09,750000.0,1,0,,""
632847,"MILLERCO ENTERPRISES INC","",,,4194533251,MKRAMER@MILLERPRECISION.COM,,OTTOVILLE,OH,"","THE PHOENIX INSURANCE CO",2023-08-09,750000.0,5,0,,""
3688282,"TIRE FIRE TRANSPORT LLC","",,,3306900533,GARRETT@TIREFIRELLC.COM,,LOUISVILLE,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-09,750000.0,1,0,,""
2117929,"TOP CLASS LLC","",,,4194960755,TOPCLASS.AARON@GMAIL.COM,,POLK,OH,"","NATIONAL INTERSTATE INSURANCE COMPANY",2023-08-09,750000.0,11,0,,""
3087391,"AL TROYER TRUCKING LLC","",,,3308018369,altroyertrucking@gmail.com,,ALLIANCE,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-10,750000.0,2,0,,""
2431488,"DIAMOND OIL SERVICES LLC","",,,3305011127,BRITNEY660R@LIVE.COM,,VIENNA,OH,"","GREAT DIVIDE INSURANCE COMPANY",2023-08-10,750000.0,11,0,,""
3686706,"DIAMOND07 TRUCKING LLC","",,,6148163810,BEN.CHRISTOPHER05@GMAIL.COM,,REYNOLDSBUR,OH,"","GREAT WEST CASUALTY CO.",2023-08-10,1000000.0,1,0,,""
3441338,"EASTERN BULL TRANSPORT LLC","",,,6146422704,HASHIMR66@GMAIL.COM,,COLUMBUS,OH,"","BERKSHIRE HATHAWAY DIRECT INSURANCE COMPANY",2023-08-10,750000.0,1,0,,""
1844941,"GREG NIKKEL","NIKKEL TRUCKING",,,9374028381,nikkeltrucking@gmail.com,,LEESBURG,OH,"","GREAT WEST CASUALTY CO.",2023-08-10,1000000.0,1,0,,""
3450398,"JEM LOGISTICS LLC","",,,4195411875,JMTRUCKINGCOMPANY@GMAIL.COM,,NORWALK,OH,"","GREAT AMERICAN ALLIANCE COMPANY",2023-08-10,0.0,0,0,,""
3453949,"S AND G ELITE GROUP INC","",,,7067700707,SANDGELITE@GMAIL.COM,,SPINGDALE,OH,"","GREAT WEST CASUALTY CO.",2023-08-10,1000000.0,9,0,,""
3291040,"SHEPARD INTEGRITY TRUCKING LLC","",,,2163268178,BOBBYSHEPARD5@GMAIL.COM,,"MAPLE HEIGHTS",OH,"","NORTHLAND INSURANCE COMPANY",2023-08-10,750000.0,1,0,,""
3686642,"SUHAILA TRANS LLC","",,,6145925494,SUHAILATRANS@GMAIL.COM,,DELAWARE,OH,"","SENTRY SELECT INSURANCE COMPANY",2023-08-10,750000.0,3,0,,""
2490985,"SUSCO LLC","",,,3305368230,steve@setinc.biz,,LOWELLVILLE,OH,"","SELECTIVE INSURANCE COMPANY OF SOUTH CAROLINA",2023-08-10,750000.0,19,0,,""
3445233,"VIKO UA LLC","",,,2165510791,IRINAKOVAL0791@GMAIL.COM,,HINCKLEY,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-10,750000.0,1,0,,""
2341793,"VIPI LOGISTICS LLC","",,,2166887173,MGATHUITA2002@YAHOO.COM,,EUCLID,OH,"","CANAL INSURANCE CO.",2023-08-10,750000.0,1,0,,""
2974798,"CENTRAN EXPRESS GROUP LLC","",,,4409734255,LENCENTRANEXPRESS@GMAIL.COM,,CLEVELAND,OH,"","ACUITY, A MUTUAL INSURANCE COMPANY",2023-08-11,750000.0,5,0,,""
4063489,"D4U LLC","",,,7542809270,d4u.main@gmail.com,,"WEST CHESTER",OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-11,750000.0,1,0,,""
3868417,"ICON MOTOR GROUP LLC","",,,9374742032,ICONMOTORGROUPLLC@GMAIL.COM,,KETTERING,OH,"","GREAT WEST CASUALTY CO.",2023-08-11,1000000.0,2,0,,""
3025354,"J ANON LOGISTICS LLC","",,,9378236693,JANONLOGS@GMAIL.COM,,ENON,OH,"","GREAT WEST CASUALTY CO.",2023-08-11,1000000.0,7,0,,""
4028013,"UNITY TRANSPORT LOGISTIC LLC","",,,2166451559,TULSHI.TJ@GMAIL.COM,,"MAPLE HTS",OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-11,750000.0,1,0,,""
3929833,"ZEE AND K LLC","",,,6505324225,ZAFARZAFI2018@GMAIL.COM,,COLUMBUS,OH,"","CANAL INSURANCE CO.",2023-08-11,750000.0,3,0,,""
3691605,"COLTRUCK SERVICES LLC","",,,6149671062,COLTRUCKSERVICESLLC@GMAIL.COM,,COLUMBUS,OH,"","CANAL INSURANCE CO.",2023-08-13,750000.0,1,0,,""
2914528,"HAND TO HAND TRANSPORTATION LLC","",,,6145990138,HANDTOHANDTRAN2@GMAIL.COM,,COLUMBUS,OH,"","BERKLEY NATIONAL INSURANCE COMPANY",2023-08-13,750000.0,11,0,,""
3249634,"NOVA LOGISTICS CORP","",,,4403818410,novalogicorp@gmail.com,,STRONGSVILLE,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-13,750000.0,24,0,,""
2957491,"OCEAN TRANSPORTATION LLC","",,,6144467428,oceantrans19@GMAIL.COM,,COLUMBUS,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-13,750000.0,1,0,,""
2350563,"CAPTAIN HOOK TOWING & TRANSPORTATION INC","",,,7408859987,CAPTAINHOOK301@GMAIL.COM,,BURBANK,OH,"","UNITED OHIO INSURANCE COMPANY",2023-08-14,750000.0,1,0,,""
3933436,"CINCYHUB SOLUTIONS INC","",,,5133322464,SAMCOFREIGHTLOGISTICS@GMAIL.COM,,MASON,OH,"","NATIONWIDE MUTUAL INSURANCE COMP",2023-08-14,0.0,0,0,,""
3469877,"DSD TRANSPORT LLC","",,,2164828728,DWIGHTCASH@YAHOO.COM,,CLEVELAND,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-14,1000000.0,1,0,,""
4024978,"FURTHER LOGISTICS LLC","",,,6143420891,FURTHER.TRANSPOR@GMAIL.COM,,COLUMBUS,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-14,750000.0,1,0,,""
2531901,"G2N2 LLC","",,,2163373422,g2n2trucking@yahoo.com,,"PARMA HEIGHTS",OH,"","NORTHLAND INSURANCE COMPANY",2023-08-14,1000000.0,2,0,,""
1193573,"GOLDEN EAGLE TRADING COMPANY LLC","",,,9374673126,goldeneagletradingcompany@gmail.com,,HOUSTON,OH,"","CANAL INSURANCE CO.",2023-08-14,750000.0,3,0,,""
3880972,"NEXT DIRECT TRUCKING INC","",,,8779456398,NEXTDIRECTTRUCKING@GMAIL.COM,,CINCINNATI,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-14,750000.0,1,0,,""
3632164,"R&M BALLENGEE TRANSPORT LLC","",,,7404001547,robert.ballengee1973@gmail.com,,BALTIMORE,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-14,750000.0,1,0,,""
2543152,"AIRBORNE MAINTENANCE AND ENGINEERING SERVICES INC","",,,9373662661,sam.jackson@aitbornemx.com,,WILMINGTON,OH,"","ACE AMERICAN INSURANCE COMPANY",2023-08-15,5000000.0,1,0,,""
3084618,"BAYAN TRANSPORT LLC","",,,6142142457,BAYANTRANSPORTLLC@GMAIL.COM,,COLUMBUS,OH,"","GREAT WEST CASUALTY CO.",2023-08-15,1000000.0,1,0,,""
4102446,"CLEMSON EQUINE LOGISTICS LLC","",,,3303607243,CJCLEMSON22@GMAIL.COM,,CORTLAND,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-15,750000.0,1,0,,""
3534752,"ETIO LLC","",,,5057394209,mengistuyismaw82@gmail.com,,BLACKLICK,OH,"","GREAT WEST CASUALTY CO.",2023-08-15,1000000.0,3,0,,""
880903,"FIRST CLASS AUTO TRANSPORT INC","",,,3305246221,1stclasstow@att.net,,AKRON,OH,"","ACUITY, A MUTUAL INSURANCE COMPANY",2023-08-15,750000.0,2,0,,""
3931513,"MAAS TRANSPORTATION LLC","",,,6146957063,MAASTRANSPORTATION22@GMAIL.COM,,WESTERVILLE,OH,"","CANAL INSURANCE CO.",2023-08-15,750000.0,1,0,,""
2889638,"ROEXPRESS LTD","",,,2168560453,roexpressltd@gmail.com,,STRONGSVILLE,OH,"","NORTHLAND INSURANCE COMPANY",2023-08-15,1000000.0,7,0,,""
3470024,"SHAX TRANS INC","",,,5136290715,SHAXTRANS900@GMAIL.COM,,LOVELAND,OH,"","CANAL INSURANCE CO.",2023-08-15,750000.0,3,0,,""
4019120,"STG TRANSPORTATION SOLUTIONS LLC","",,,6149231400,MEGAN.WILLIAMS@STGUSA.COM,,DUBLIN,OH,"","XL SPECIALTY INSURANCE COMPANY",2023-08-15,0.0,0,0,,""
3879567,"STRONG HAUL TRUCKING LOGISTICS LLC","",,,3476593236,STRONGHAULTRUCKING07@GMAIL.COM,,CENTERVILLE,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-15,750000.0,2,0,,""
2957457,"FANCY SERVICES INC","FANCY SERVICES",,,6146265112,Itsfancyservices@gmail.com,,COLUMBUS,OH,"","INDEMNITY INSURANCE CO. OF NORTH AMERICA",2023-08-16,750000.0,5,0,,""
1622698,"OWEN YODER TRUCKING LLC","",,,3302312726,omyoder@icloud.com,,"BIG PRAIRIE",OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-16,750000.0,1,0,,""
3594068,"S3 TRUCKING LLC","",,,2062280585,S3TRUCKINGLLC@GMAIL.COM,,COLUMBUS,OH,"","CONCERT SPECIALTY INSURANCE COMPANY",2023-08-16,750000.0,1,0,,""
1220088,"SUN TRANSPORT INC",STI,,,4408321217,navi@suntransinc.com,,"BROADVIEW HEIGHTS",OH,"","DB INSURANCE CO., LTD (U.S.BRANCH)",2023-08-16,750000.0,1,0,,""
3280200,"BAL TRANSPORT LLC","BAL TRANSPORT",,,2603558606,BALTRANSPORTLLC@GMAIL.COM,,BEAVERCREEK,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-17,750000.0,2,0,,""
3978474,"NAVIGATE TRANSPORTATION INC","",,,5134545120,NAVIGATETRANSPORTATIONINC@GMAIL.COM,,HAMILTON,OH,"","PROGRESSIVE NORTHERN INSURANCE COMPANY",2023-08-17,750000.0,7,0,,""
3320822,"RDJ & SONS LLC","RDJ TRANSPORTATION",,,5139731060,RENEDJ@RDJTRANSPORT.COM,,FRANKLIN,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-17,750000.0,1,0,,""
3636216,"STATELINE CARRIER LLC","",,,6149732213,STATELINECARRIER24@GMAIL.COM,,COLUMBUS,OH,"","SENTRY SELECT INSURANCE COMPANY",2023-08-17,750000.0,2,0,,""
3218114,"IBO EXPRESS LLC","",,,8606909596,IBOEXPRESSLLC@GMAIL.COM,,DAYTON,OH,"","GREAT WEST CASUALTY CO.",2023-08-18,1000000.0,1,0,,""
3422378,"JFK TRUCKERS INC","",,,9376377788,OPERATIONS@JFKTRUCKERS.COM,,CINCINNATI,OH,"","SENTRY SELECT INSURANCE COMPANY",2023-08-18,750000.0,1,0,,""
2548755,"RELIABLE PLUS TRANSPORTATION LLC","",,,6142183069,reliableservice100@gmail.com,,COLUMBUS,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-18,750000.0,1,0,,""
3894085,"ROCKY RIDGE DEVELOPMENT LLC","ROCKY RIDGE",,,4194664194,tstansley@rockyridgeohio.com,,TOLEDO,OH,"","STATE NATIONALSPECIALTY INSCO/NATIONAL SPECIA",2023-08-18,750000.0,4,0,,""
4047897,"SUPER C REPAIR & SERVICE LLC","",,,4197791945,ADMIN@SUPERCREPAIRS.COM,,SYLVANIA,OH,"","GREAT WEST CASUALTY CO.",2023-08-18,1000000.0,7,0,,""
4113129,"A10 TRUCKING LLC","",,,3303404979,A10TRUCKING23@GMAIL.COM,,TUSCARAWAS,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-19,750000.0,1,0,,""
3427573,"LT TRUCKING SERVICES LLC","",,,6142865457,LINWOODTURNER17@GMAIL.COM,,WHITEHALL,OH,"","DB INSURANCE CO., LTD (U.S.BRANCH)",2023-08-19,750000.0,3,0,,""
3778850,"ROYZ TRANSPORTATION LLC","",,,4407424010,ADMIN@ROYZ.US,,DAYTON,OH,"","STATE NATIONALSPECIALTY INSCO/NATIONAL SPECIA",2023-08-19,1000000.0,95,0,,""
2966307,"SUNSEED TRANSPORT LLC","",,,6142092838,SHINESHEBAN@GMAIL.COM,,COLUMBUS,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-19,750000.0,1,0,,""
3681230,"WEST TOWN CARGO INC","",,,6466175651,Safety@westtowncargo.com,,CINCINNATI,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-19,750000.0,10,0,,""
3635000,"YOUR TRUCKING LLC","",,,6144858778,keithclay1@gmail.com,,COLUMBUS,OH,"","GREAT WEST CASUALTY CO.",2023-08-19,1000000.0,1,0,,""
3468014,"99 LOGISTICS LLC","",,,6145995424,IBRAOHIO@GMAIL.COM,,COLUMBUS,OH,"","NORTHLAND INSURANCE COMPANY",2023-08-20,750000.0,1,0,,""
570373,"KENAI TRUCKING LLC","",,,4356330746,safetykenaillc@gmail.com,,DAYTON,OH,"","LANCER INSURANCE COMPANY",2023-08-20,1000000.0,1,0,,""
3461808,"REYES TRUCKING LLC","",,,2162588697,LAHIENA14.CR@YAHOO.COM,,CLEVELAND,OH,"","GREAT WEST CASUALTY CO.",2023-08-20,1000000.0,2,0,,""
3184282,"SAFA EXPRESS LLC","",,,6143972584,SAFADISPATCH@GMAIL.COM,,COLUMBUS,OH,"","GREAT WEST CASUALTY CO.",2023-08-20,750000.0,4,0,,""
2476040,"CONSOLIFREIGHT SERVICES LLC","",,,3305929478,consolifreightservices@gmail.com,,LODI,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-21,300000.0,0,0,,""
4104390,"CRAIG'S SALES & SERVICES INC","CTF EXPRESS",,,9373026280,CTFEXPRESS23@GMAIL.COM,,LYNCHBURG,OH,"","GREAT WEST CASUALTY CO.",2023-08-21,1000000.0,2,0,,""
2038847,"E D EXPRESS INC","",,,5134102932,edexpressinc@gmail.com,,MAINEVILLE,OH,"","SENTRY SELECT INSURANCE COMPANY",2023-08-21,750000.0,8,0,,""
2884154,"J&C TRANSPORT SERVICES LLC","",,,3304953029,JSOLVEY42@GMAIL.COM,,LOUISVILLE,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-21,750000.0,1,0,,""
2574787,"KDA TRANSIT LLC","",,,3305907431,karla@kdaman.com,,NORTON,OH,"","THE CINCINNATI INSURANCE CO.",2023-08-21,750000.0,3,0,,""
3796453,"RRR TRUCKING & HAULING LLC","",,,6148451402,rrrtruckingandhaulingllc@yahoo.COM,,REYNOLDSBURG,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-21,750000.0,1,0,,""
3444318,"STEBBINS TRUCKING LLC","",,,3302818023,MDSTEBBINS@AOL.COM,,MANTUA,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-21,750000.0,1,0,,""
3560838,"ADMIRAL TRUCKERS INC","",,,2343010777,ADMIRALTRUCKERS@GMAIL.COM,,CINCINNATI,OH,"","HOXBRIDGE INSURANCE COMPANY INC",2023-08-22,750000.0,4,0,,""
3468080,"AFG CONSTRUCTION LLC","",,,6147044648,AFGTRUCKINGOHIO@GMAIL.COM,,COLUMBUS,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-22,750000.0,2,0,,""
1578486,"ALBERTO SAENZ",BRANDAR,,,6148332529,MARK@TRUCKINGCONSULTANT.COM,,PICKERINGTON,OH,"","OOIDA RISK RETENTION GROUP, INC.",2023-08-22,1000000.0,1,0,,""
4116963,"BADAWI TRANSPORTATION","",,,5135071276,BOXTRUCKBADAWI@GMAIL.COM,,CINCINNATI,OH,"","CENTRAL MUTUAL INSURANCE COMPANY",2023-08-22,750000.0,16,0,,""
3210674,"BASIC TRANSPORTATION GROUP LLC","",,,4194609726,RSTANSLEY@BASICTG.COM,,SYLVANIA,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-22,750000.0,1,0,,""
3440634,"CENTRAL NOOR LLC","",,,2342605890,CENTRALNOORLLC@GMAIL.COM,,PENINSULA,OH,"","EVERSPAN INDEMNITY INSURANCE COMPANY",2023-08-22,1000000.0,50,0,,""
3626612,"DOWNRANGE LOGISTICS INC","",,,9123328964,SOLSHINEENERGIZE@GMAIL.COM,,SHADYSIDE,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-22,750000.0,3,0,,""
3279403,"H&F TRANSPORT LLC","",,,6148060853,HANDFTRANSPORT@GMAIL.COM,,COLUMBUS,OH,"","SENTRY SELECT INSURANCE COMPANY",2023-08-22,750000.0,2,0,,""
2489586,"LLOYDS TOWING INC","LLOYDS TOWING AND SERVICE",,,3307256330,lloyds_towing@yahoo.com,,MEDINA,OH,"","UNITED OHIO INSURANCE COMPANY",2023-08-22,1000000.0,22,0,,""
4115653,"NAIJA 2EZ LOGISTICS LLC","",,,2166242335,naija2ezlogistics@yahoo.com,,CLEVELAND,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-22,750000.0,1,0,,""
3560069,"W & F DELIVERY COURIER LLC","",,,4702746320,wf.delivery@outlook.com,,TOLEDO,OH,"","PROGRESSIVE MOUNTAIN INSURANCE COMPANY OF OHI",2023-08-22,750000.0,1,0,,""
3736030,"DRAGGIN FREIGHT TRANSPORTATION INC","",,,5136169964,DRAGGINFREIGHTTRANSPORTATION@GMAIL.COM,,HAMILTON,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-23,750000.0,2,0,,""
3512442,"MARTIN'S VISIONS CORP LLC","",,,5136161028,MARTINSVISION207@ICLOUD.COM,,CINCINNATI,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-23,750000.0,2,0,,""
4120733,"23Z TRANSPORT LLC","",,,3306413507,GOWITH23Z@OUTLOOK.COM,,WOOSTER,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-24,1000000.0,1,0,,""
3278279,"B H JONES TRUCKING LLC","",,,7405168271,KIMBERLYSKINNER93@GMAIL.COM,,WATERFORD,OH,"","GREAT WEST CASUALTY CO.",2023-08-24,1000000.0,4,0,,""
3704633,"HERSTORY LOGISTICS LTD","",,,4195171715,FREIGHT@HERSTORYLOGISTICS.COM,,TOLEDO,OH,"","NATIONWIDE MUTUAL INSURANCE COMP",2023-08-24,0.0,0,0,,""
2284664,"WEBB TRANSPORT LLC","",,,5672319020,webbshawn1625@yahoo.com,,MARENGO,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-24,750000.0,2,0,,""
4102135,"BELL'S BOXES LLC","BELL'S BOXES PORTABLE STORAGE SOLUTIONS",,,4193482732,BELLSBOXESLLC@GMAIL.COM,,ARCADIA,OH,"","THE CINCINNATI INSURANCE CO.",2023-08-25,750000.0,1,0,,""
2471950,"DMT LOGISTICS LLC","",,,2162695504,DMTLOGISTICSLLC@GMAIL.COM,,"ROCKY RIVER",OH,"","NORTHLAND INSURANCE COMPANY",2023-08-25,750000.0,1,0,,""
3498199,"GOODTRANS LLC","",,,4403059362,GOODTRANSLLC@GMAIL.COM,,STRONGSVILLE,OH,"","NORTHLAND INSURANCE COMPANY",2023-08-25,750000.0,2,0,,""
3440851,"KING CARRIER LLC","",,,2168544570,KINGCARRIER93@GMAIL.COM,,WESTERVILLE,OH,"","CANAL INSURANCE CO.",2023-08-25,750000.0,4,0,,""
3306588,"MCCALL INVESTMENTS INC","",,,4406106583,mccallinvestments75@yahoo.com,,ELYRIA,OH,"","GREAT WEST CASUALTY CO.",2023-08-25,1000000.0,3,0,,""
3901993,"SAHAJ TRANSPORT INC","",,,3472854176,DARVINDERSINGH61@GMAIL.COM,,COLUMBAS,OH,"","EVERSPAN INDEMNITY INSURANCE COMPANY",2023-08-25,750000.0,1,0,,""
2493504,"STARK STORAGE & LOGISTICS LLC","STARK MOVING & STORAGE",,,3304036036,STARKSTORAGE@att.net,,CANTON,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-25,750000.0,5,0,,""
3227380,"TNK HAULIN LLC","",,,5134858754,TYLERKIRKHAM15@GMAIL.COM,,OKEANA,OH,"","ACUITY, A MUTUAL INSURANCE COMPANY",2023-08-25,750000.0,1,0,,""
3746770,"AKBAR AUTO TRANS LLC","",,,3307520880,dispatch@akbarautotrans.com,,STOW,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-26,1000000.0,20,0,,""
3349966,"DLB CONSTRUCTION LLC","L&D TRUCKING",,,4197640664,LDPAPERWORK@OUTLOOK.COM,,WAUSEON,OH,"","ACUITY, A MUTUAL INSURANCE COMPANY",2023-08-26,750000.0,8,0,,""
2904031,"GREEN LIGHT EXPRESS INCORPORATED","",,,7735100106,GREENEXPRESS99@GMAIL.COM,,COLUMBUS,OH,"","CANAL INSURANCE CO.",2023-08-26,750000.0,6,0,,""
3011997,"HK CONCRETE LLC","",,,2345672012,MIKE@HKCONCRETE.COM,,SALEM,OH,"","EMCASCO INSURANCE COMPANY",2023-08-26,1000000.0,15,0,,""
2011541,"TRIPLE G LOGISTICS LLC","",,,5138142661,BRIAN@LUNGFARMS.COM,,WILLIAMSBURG,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-26,750000.0,2,0,,""
3963274,"WERT TRANSPORT LLC","",,,7407257174,PARKSGERALD@YAHOO.COM,,CARDINGTON,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-26,750000.0,0,0,,""
3041081,"FIVE RIVER & GROUPS INC","",,,3102566362,fiveriver80@gmail.com,,PERRYSBURG,OH,"","NORTHLAND INSURANCE COMPANY",2023-08-27,750000.0,1,0,,""
3631161,"MATOS MOTOR FREIGHT LLC","",,,6143521988,MATOSMOTORFREIGHT@GMAIL.COM,,COLUMBUS,OH,"","TEXAS INSURANCE COMPANY",2023-08-27,750000.0,2,0,,""
2268236,"YOUNG & SON TRANSPORTATION LLC","",,,7404165313,MYOUNG.TEDDEXTERTRUCKING@YAHOO.COM,,POMEROY,OH,"","TRISURA INSURANCE COMPANY",2023-08-27,750000.0,4,0,,""
3668499,"ZULEM EXPRESS LLC","",,,6145899433,ZULEMEXPRESS@GMAIL.COM,,COLUMBUS,OH,"","SENTRY SELECT INSURANCE COMPANY",2023-08-27,750000.0,7,0,,""
3474958,"CAMAS LOGISTICS INC","",,,5136940243,CAMASLOGISTICS@GMAIL.COM,,LOVELAND,OH,"","GREAT WEST CASUALTY CO.",2023-08-28,1000000.0,11,0,,""
4085943,"MI TRUSTED TRANSPORT LLC","",,,6147058175,WENDY@MI-XPRESS.COM,,COLUMBUS,OH,"","NATIONWIDE MUTUAL INSURANCE COMP",2023-08-28,0.0,1,0,,""
1745480,"STAUFFER'S ROLLBACK SERVICE LLC","",,,3308197957,bBSTAUF1@AOL.COM,,UNIONTOWN,OH,"","AUTO OWNERS INSURANCE COMPANY",2023-08-28,750000.0,1,0,,""
4117784,"TED LOGISTICS LLC","",,,6146413494,TEDLOGISTICS99@GMAIL.COM,,COLUMBUS,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-28,750000.0,1,0,,""
2504993,"TODA MOVING & STORAGE INC","",,,2167955188,INFO@TODAMOVING.COM,,CLEVELAND,OH,"","ACUITY, A MUTUAL INSURANCE COMPANY",2023-08-28,750000.0,1,0,,""
3457858,"TRUCKBULL LLC","",,,5138602855,abraker@truckbull.net,,FAIRFIELD,OH,"","ACUITY, A MUTUAL INSURANCE COMPANY",2023-08-28,750000.0,6,0,,""
2993311,"937 PARTY BUS LLP","937 PARTY BUS 937 PARTY",,,9373445342,937PARTYBUS@GMAIL.COM,,DAYTON,OH,"","BERKSHIRE HATHAWAY HOMESTATE INSURANCE COMPAN",2023-08-29,1500000.0,1,0,,""
3788956,"AALA EXPRESS LLC","",,,6142093503,AWAES1717@GMAIL.COM,,REYNOLDSBURG,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-29,750000.0,1,0,,""
3454806,"HORIZON LOGISTIC LLC","",,,6148227532,HORIZONTRUCKING2020@GMAIL.COM,,COLUMBUS,OH,"","NATIONAL INDEMNITY COMPANY",2023-08-29,750000.0,2,0,,""
81376,"R E WATSON INC","",,,5138630070,MARKMOORE@WATSONGRAVEL.COM,,HAMILTON,OH,"","BITCO GENERAL INSURANCE CORPORATION",2023-08-29,1000000.0,71,0,,""
4108104,"SOUTHERN OHIO SITE WORKS LLC","",,,7659607922,SOPRLLC@GMAIL.COM,,SARDINIA,OH,"","BERKSHIRE HATHAWAY DIRECT INSURANCE COMPANY",2023-08-29,750000.0,1,0,,""
3944863,"COMB'S EXPRESS LLC","",,,9377653077,COMBSEXPRESS1968@GMAIL.COM,,FAIRBORN,OH,"","DAILY UNDERWRITERS OF AMERICA",2023-08-30,750000.0,1,0,,""
3620086,"R&J KINGPIN EXPRESS LLC","",,,2164566061,RONHOFF@RJK18.COM,,MEDINA,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-30,750000.0,2,0,,""
3891537,"TAKYON TRANSPORT CORP","",,,7472414366,SUPPORT@TAKYONTRANSPORT.COM,,CINCINNATI,OH,"","PROGRESSIVE PREFERRED INSURANCE CO.",2023-08-30,750000.0,3,0,,""
3404074,"ZITTERICH EQUIPMENT LLC","",,,7402328450,TERESA@ZPIPESUPPLY.COM,,CADIZ,OH,"","OHIO SECURITY INSURANCE COMPANY",2023-08-30,1000000.0,10,0,,""
3475768,"DJH TRUCKING INC","",,,"(513) 543-3779",djhtruck64@gmail.com,,LOVELAND,OH,"","NORTHLAND INSURANCE COMPANY",2023-08-31,750000.0,2,0,,""
3452490,"STOIC TRANSPORTATION LLC","",,,"(909) 292-6470",STOICTRANSPORTATION@GMAIL.COM,,COLUMBUS,OH,"","DB INSURANCE CO., LTD (U.S.BRANCH)",2023-08-31,750000.0,1,0,,""
867527,"ANDREW M SEASE TRUCKING LLC","",,,9375513052,A_SEASE@MSN.COM,,ARCANUM,OH,"","NORTHLAND INSURANCE COMPANY",2024-08-01,750000.0,15,0,,""
